00000010000000000000000000000000000000000	Strategies for implementation. Cold Wave. Absence of a unified reference framework for such activities.
00000000100000000000000000000000000000000	Health. Civil Unrest. Access to fuel for ambulances was limited, requiring the NRC to reach agreements with gas stations to purchase fuel after hours.
00000000000000000000100000000000000000000	Strategies for implementation. Fire. access, management and analysis of the information remains major challenge during the detailed assessment, developing and updating emergency plan of action.
00000000010000000000000000000000000000000	Shelter and Settlements. Flood. Accessibility was hampered due to damaged infrastructure like road and bridges, which delayed the delivery of assistance.
00001000000000000000000000000000000000000	Livelihoods and Basic Needs . Flood. Accompanying NS personnel to carry out the direct call in the communities.
00001000000000000000000000000000000000000	Water Sanitation and Hygiene. Population Movement. According to the needs identified during the emergency, it is recommended to adapt the constituent elements of the kits according to culturally accepted criteria by the population. This is particularly true for indigenous communities in situations of extreme vulnerability living in the border municipalities.
00000000000000000100000000000000000000000	Strategies for implementation. Food Insecurity. According to the operational team, the timeframe of the DREF was short (3 months) and did not allow this activity to take place. Therefore, it would have been relevant to consider in the budget a bigger number of volunteers
00000000000001000000000000000000000000000	Water Sanitation and Hygiene. Flood. According to the satisfaction survey of the beneficiary families who did not use the kits, they state that they did not use them because they did not participate in the workshop at the time of delivery and it did not give them security to use it.
00001000000000000000000000000000000000000	Protection, Gender and Inclusion. Volcanic Eruption. Achieving gender balance in volunteer teams was an ongoing challenge due to the perception that females cannot tolerate the tough physical conditions of the emergency response.
00001000000000000000000000000000000000000	Water Sanitation and Hygiene. Drought. Achieving higher community engagement and responsibility in caring for the water treatment plant
00100000000000000000000000000000000000000	Strategies for implementation. Civil Unrest. Activate the operational-strategic structure established, which has legal support to analyse legal documents linked to mobilizations.
00000100000000000000000000000000000000000	Shelter and Settlements. Cold Wave. Activities came to a halt due to Government imposed lockdown/movement restriction because of the COVID pandemic outbreak. The activities were resumed once the Government moved to partial lock down and announced SoPs to be followed by everyone.
00000000000000000000000000000001000000000	Strategies for implementation. Epidemic. Activity and expenditure reports to be compiled and faxed according to an agreed timeframe; and the originals will follow by post.
00000000000001000000000000000000000000000	Livelihoods and Basic Needs . Population Movement. Adapt the composition of the feeding kits according to nutritional needs and culturally appropriate elements to the affected population. During the intervention, the need to adapt the food kits to the specific diets of the migrant population was identified, as well as identifying the need to include a work strategy at a nutritional level, particularly for children traveling along the border with risks of malnutrition.
00001100000000000000000000000000000000000	Protection, Gender and Inclusion. Drought. Adaptation of gender awareness activities to the requirements of the COVID-19 context.
00001100000000000000000000000000000000000	Protection, Gender and Inclusion. Drought. Adaptation of gender awareness activities to the requirements of the COVID-19 context.
00000000000000000000100000000000000000000	Livelihoods and Basic Needs . Drought. Adaptation of the Open Data Kit tool to nomadic communities.
00000000000000000000000000000000000000100	Water Sanitation and Hygiene. Tornado. Adaptation of the volunteers to the lack of knowledge of the process and requirements the operation.
00000100000000000000000000000000000000000	Strategies for implementation. Drought. Adaptation to virtual discussion and communication spaces due to the COVID-19 context.
00000000000001000000000000000000000000000	Water Sanitation and Hygiene. Epidemic. Additional volunteers were mobilized to support the organization of additional public awareness sessions. This was due to increased interest of school teachers, parents and volunteers who wanted to learn about epidemic control and organize in the public awareness campaigns.
00001000000000000000000000000000000000000	Water Sanitation and Hygiene. Earthquake. Additional work needs to be done with the HRCS regional committees’ leadership regarding the SPHERE standards for emergency response.
00001000000000000000000000000000000000000	Water Sanitation and Hygiene. Cyclone. Additional work needs to be done with the HRCS regional committees’ leadership regarding the SPHERE standards for emergency response.
00000000000000100000000000000000000000000	Health. Epidemic. Additionally, basic and important resources such as IEC materials, funding for emergency volunteers’ mobilization, communication equipment and others should be locally available for times of need.
00000000000000000000000000000100000000000	Health. Civil Unrest. Additionally, further development is needed to ensure the implementation of the self-care approach with the intervention teams, which must be in excellent condition to carry out their work.
00001000000000000000000000000000000000000	Health. Flood. Adjusting activity dates to communities' availability; therefore, most activities took place on weekends and holidays when families were on break from work.
00000000000000000000100000000000000000000	Shelter and Settlements. 0. Adopting the use of effective mobile data tools for beneficiary registration is effective and fast and reduces time taken to have clear and clean data of beneficiaries of a response.
00000000000000000000000001000000000000000	Health. Epidemic. Advocacy with government and WHO officials ensures the Red Cross mission is well understood by other stakeholders.
00010001000000000000000000000000000000000	Migration and Displacement. Population Movement. Advocating for the displaced people should be done continuously for longer-term purpose. In this respect, BDRCS and IFRC Bangladesh country office are jointly preparing the proposal to address the long-term needs of the displaced population.
00010001000000000000000000000000000000000	Migration and Displacement. Population Movement. Advocating for the displaced people should be done continuously for longer-term purpose. In this respect, BDRCS and IFRC Bangladesh country office are jointly preparing the proposal to address the long-term needs of the displaced population.
00000000010000000000000000000000000000000	Strategies for implementation. Earthquake. Affected communities isolated and difficult access
00000000000000000000000000000000000010000	Shelter and Settlements. Flood. Affected locations were across the country, covering from the east to the west borders and during the summer, roads had become even more slippery and muddy and the transportation companies wouldn’t accept our offer to the transfer of the hygiene kit items, but the logistics’ team kept persistently contacting the companies and finally found a company which would do the delivery.
00000001000000000000000000000000000000000	Migration and Displacement. Population Movement. After having different meetings with concerned stakeholders and conducted detailed assessment, it was realized that under Bangladesh’s law, people displaced due to river erosion have no clear right to compensation for damaged or lost property. However, they do have a right to access agricultural khas land for their rehabilitation.
00001000000000000000000000000000000000000	Water Sanitation and Hygiene. Epidemic. After having visited several households in the region of Maradi, the Red Cross volunteers noticed that the population were living with animals including small ruminants (goats, sheep) and poultry in the same compound, which may pose sanitary risks. The Niger Red Cross has therefore organised a competition of environmental cleaning which provide prizes to the neighbourhoods where all the compounds are well cleaned. This activity was appreciated by the council, the administrative authorities and the population. Its helps to live in a good environment.
00001000010000000000000000000000000000000	Livelihoods and Basic Needs . Population Movement. After the end of March, CRCS access to the Centre was inadequate due to fencing (see above “Risk Analysis”).
00001000010000000000000000000000000000000	Health. Population Movement. After the end of March, CRCS access to the Centre was inadequate due to fencing (see above “Risk Analysis”).
00001000010000000000000000000000000000000	Health. Population Movement. After the end of March, CRCS access to the Centre was inadequate due to fencing (see above “Risk Analysis”).
00000000000001000000000000000000000000000	Health. Epidemic. After the training, all the volunteers from 30 mid-level branches have developed public awareness session organization plan, which allowed to meet the target within a short period of time.
00000010000000000000000010000000000000000	Shelter and Settlements. Cyclone. Agreement on common standards for emergency shelter and non-food item assistance packages;
00000010000000000000000010000000000000000	Shelter and Settlements. Cyclone. Agreement on common standards for emergency shelter and non-food item assistance packages;
00000000000000000000001000000000000000000	Strategies for implementation. Flood. Agreement with state branches regarding surge deployments was a challenge due to limited understanding in the branches on international disaster response mechanisms, including DREF.
00000000000000000000100000000000000000000	Health. Volcanic Eruption. All forms, surveys and IEC materials must be translated and contextualised, ready for a response as there may not be time after a disaster.
00000000000000000000010000000000000000000	Strategies for implementation. Civil Unrest. All key stakeholders should be involved during training and simulation prior to election
00000000000000000000000000000100000000000	Health. Epidemic. All of the volunteers were provided with PPE to carry out their plans for outreach to the communities.
00000000000000000000000000000010000000000	Protection, Gender and Inclusion. Cyclone. All responders (HQ staffs, Branch staffs & volunteers) need to have some knowledge in PGI in order to improve how they report on this issue.
00000000000000000000000000000000000010000	Strategies for implementation. Cyclone. All vessels were booked out by other responding organization.
00000000000000000000010000000000000000100	Water Sanitation and Hygiene. Flood. Along with more dedicated training, also conduct simulation exercises in order to train and improve capacity and improve standards. In addition, practice establishment of emergency operation centres and train reporting and information sharing.
00000000000000000000010000000000000000100	Water Sanitation and Hygiene. Flood. Along with more dedicated training, also conduct simulation exercises in order to train and improve capacity and improve standards. In addition, practice establishment of emergency operation centres and train reporting and information sharing.
00000000000000000000000000000001000000000	Water Sanitation and Hygiene. Cyclone. Also finance processes during response operations need to be simplified, along with finance personnel being part of each EOC.
00000000100000000000000000000000000000000	Shelter and Settlements. Earthquake. Also, as part of preparedness, IRCS will develop framework agreements with pre-vetted suppliers of essential relief items.
00000000000000100000000000000000000000100	Health. Flood. Also, the insufficient number of protective equipment for volunteers in these areas did not allow some volunteers to take the canoes to reach other localities.
00000000000000100000000000000000000000100	Health. Flood. Also, the insufficient number of protective equipment for volunteers in these areas did not allow some volunteers to take the canoes to reach other localities.
00000000000000000000000000000010000000000	Health. Earthquake. Also, the volunteers did not clearly register the first aid cases they attended. They have reported the vehicle accident, but the other cases were not systematically registered in the activity books.
00000000000000001000000000000000000000000	Livelihoods and Basic Needs . Drought. Alter cash transfer value based on HH number: Cash transfer values for a HH per month were based on recommendations by the Cash and Markets Quarterly Dashboard. However, the value was based on a HH number of 6 and many of the targeted HH were said to be in excess of 10 and reported the amount provided did not meet their food and other basic needs. It is therefore essential that for future operations the cash transfer value is amended based on HH number.
00000000000000000000000000000000000000100	Protection, Gender and Inclusion. Flood. Alternatively, volunteers and staff members can be trained on such integrated approaches. During the lessons’ learned workshop/meeting, the IRCS operations team and the branch team agreed to consider an integrated approach to train volunteers and staff members in the areas of CEA and PGI. Nevertheless, it was noted and agreed that the IRCS does not have a dedicated CEA and PGI personnel and this will be a priority.
00001000000000000000000100000010000000000	Strategies for implementation. Flood. Although a well thought out post distribution survey was planned through the ODK tool, it could not be implemented due to internal communication challenges and lack of appropriate capacity within state branches. However, branches preferred an informal survey, gathering a general impression of response intervention by IRCS, to which everyone responded positively. Post action surveys need improvement and require additional capacity building for future operations. This includes the issues of inclusion. Although staff and volunteers are aware of the issues of inclusion, and the overall relief management of the operation took into consideration inclusion, the main challenge was with documenting the whole process. This links with the overall challenges mentioned in the documentation and reporting front.
00001000000000000000000100000010000000000	Strategies for implementation. Flood. Although a well thought out post distribution survey was planned through the ODK tool, it could not be implemented due to internal communication challenges and lack of appropriate capacity within state branches. However, branches preferred an informal survey, gathering a general impression of response intervention by IRCS, to which everyone responded positively. Post action surveys need improvement and require additional capacity building for future operations. This includes the issues of inclusion. Although staff and volunteers are aware of the issues of inclusion, and the overall relief management of the operation took into consideration inclusion, the main challenge was with documenting the whole process. This links with the overall challenges mentioned in the documentation and reporting front.
00001000000000000000000100000010000000000	Strategies for implementation. Flood. Although a well thought out post distribution survey was planned through the ODK tool, it could not be implemented due to internal communication challenges and lack of appropriate capacity within state branches. However, branches preferred an informal survey, gathering a general impression of response intervention by IRCS, to which everyone responded positively. Post action surveys need improvement and require additional capacity building for future operations. This includes the issues of inclusion. Although staff and volunteers are aware of the issues of inclusion, and the overall relief management of the operation took into consideration inclusion, the main challenge was with documenting the whole process. This links with the overall challenges mentioned in the documentation and reporting front.
00000000000000001000000000000000000000000	Livelihoods and Basic Needs . Flood. Although contact had been lost with one household representative, which would increase the number of people reached to 103, said person was finally contacted and received the cash in one single transfer.
00000000000000000000000000000010000000000	Strategies for implementation. Epidemic. Although the disease takes long to be eradicated, the Niger Red Cross Society and other humanitarian actors have contributed in reducing the number of cases according to the UNOCHA report of 24 October 2017.
00000000000000000000001000000000000000000	Livelihoods and Basic Needs . Food Insecurity. Although the MoU was signed between the National Society and IFRC, the DREF funds were not transferred on time due to cumbersome financial procedures. This caused delay in the implementation of activities and thereby impacted on the overall DREF timeframe and planning.
00000000000000000000001000000000000000000	Livelihoods and Basic Needs . Food Insecurity. Although the MoU was signed between the National Society and IFRC, the DREF funds were not transferred on time due to cumbersome financial procedures. This caused delay in the implementation of activities and thereby impacted on the overall DREF timeframe and planning.
00000000010000000100000000000000000000000	Health. Other. Although the trainings were planned to take place in only one location, they took place in each site affected by the strong winds (Mbaïki, Ndolobo, Lambi, Bossembélé and Ndjoh). The reason is the distance of at least 50 Km between each site. As transport and accommodation were not provided for volunteers, the NS and the RDRT agreed to move towards the volunteers to implement the training. As a result, the number of training days was reviewed and extended for trainers without increasing the allowances because the budget did not foresee it.
00000000010000000100000000000000000000000	Health. Other. Although the trainings were planned to take place in only one location, they took place in each site affected by the strong winds (Mbaïki, Ndolobo, Lambi, Bossembélé and Ndjoh). The reason is the distance of at least 50 Km between each site. As transport and accommodation were not provided for volunteers, the NS and the RDRT agreed to move towards the volunteers to implement the training. As a result, the number of training days was reviewed and extended for trainers without increasing the allowances because the budget did not foresee it.
00000000010000000000000000000000000000000	Water Sanitation and Hygiene. Other. Although the trainings were planned to take place in only one place according to the DREF operation, they took place in each affected area (Mbaïki, Ndolobo, Lambi, Bossembélé and Ndjoh). The reason is the distance of at least 50 Km between each site. As transport and accommodation are not provided for volunteers, the national society and the RDRT have agreed to move towards the volunteers to implement the training. As a result, the number of training days was reviewed and extended for trainers without increasing the allowances because the budget did not foresee it.
00000000000000000100000000000000000000000	Protection, Gender and Inclusion. Flood. Although volunteers received inductions and sample reports included data collection and analysis in this regard, there were no procedures in place to collect it.
00000000000001000000000000000000000000000	Health. Cyclone. Although VRCS working through cluster systems and all cluster representatives were present in area councils of affected areas, VRCS should establish a proper record system for MHPSS related referral cases.
00000000000000000000001000000000000000000	Shelter and Settlements. Flood. Always do a counter-assessment of the disaster before publishing DREF request so as to help the maximum number of families in need.
00000000000000000100000000000000000000000	Shelter and Settlements. Other. Always involve the population concerned and the authorities during the assessment phases
00001000000000000000000000000000000000000	Shelter and Settlements. Flood. Always involve the population concerned and the authorities during the assessment phases.
00000000000000000100000000000000000000000	Shelter and Settlements. Other. Always make a counter-assessment of the disaster before publishing DREF's request to help the maximum number of families in need
00000000000000000000000000000000010000000	Strategies for implementation. Other. Always make sure before moving the packages that the carrier has all its documents and that all administrative documents are in line with the requirements of the authorities
00000000000000000000000000000000000000100	Disaster Risk Reduction and Climate Action. Other. Among the 75 volunteers convened and expected for the training, 70 were selected. The five (05) others being too old to resist the rigor of the implementation work;
00000000010000000000000000000000000000000	Disaster Risk Reduction and Climate Action. Cyclone. Among the challenges faced during mass evacuation process was to reach out to the hard reach areas where the road is narrow as not suitable for normal size vehicle to go to.
00000000000000000000000000000000000000100	Strategies for implementation. Civil Unrest. Amount paid to volunteers for the service provided was also small in amount (5.00USD) per day. This was as per the LNRCS volunteers’ payment policy that classifies this as normal volunteer service. It was not however normal volunteer service as the Election operation was associated with physical and security risks to staff and volunteers which cannot be seen as ordinary service
00000000000000000000000000000000000000010	Strategies for implementation. Flood. An incident affected workshop attendance. A young man was killed in a motorcycle accident the day before the workshop. As these are small communities, the youth was related to many of those who were supposed to attend the workshop, so they did not attend. Lessons Learned It is necessary to improve the National Society's capacity to manage information in order to support daily activities.
00000000000000000000000000000000000100000	Water Sanitation and Hygiene. Flood. an option that international procurement may be more efficient timewise and in the quality of goods
00000000000000000100000000000000000000000	Health. Flood. Another challenge faced during the home visits was that no adults were in their houses, since many had returned to work. Which meant that fewer people were reached because a security protocol prevented NRC personnel from entering dwellings where only children were present.
00000000000000000000000000000000000000100	Shelter and Settlements. Earthquake. Another challenge that was highlighted during the lessons learned workshop was that the branch volunteers were not very experienced with shelter activities as this was new.
00000000000000100000000000000000000000000	Shelter and Settlements. Civil Unrest. Another challenge was the availability of transport as external rental agencies could not guarantee that vehicles would be available when security forces gave the green light.
00000000000001000000000000000000000000000	Health. Flood. Another challenge was the lack of supported PSS first aid facilities.
00000000001000000000000000000000000000000	Health. Flood. Anticipate the kind of health issues that may arise in these situations (respiratory, etc.) and budget for medicines to cover such needs.
00000000000000000000000000000010000000100	Strategies for implementation. Civil Unrest. Application of templates, tools and security criteria in all activities, as well as making the branches not participating in the operation aware of these products and to implementing them took time and effort.
00000000000000000000000000000010000000100	Strategies for implementation. Civil Unrest. Application of templates, tools and security criteria in all activities, as well as making the branches not participating in the operation aware of these products and to implementing them took time and effort.
00000010000000000000000000000000000000000	Shelter and Settlements. Flood. Appointing of a core team to coordinate activities and have the overall monitoring of their implementation.
00000000000000000000001000000100000000010	Strategies for implementation. Other. APRO security coordinator visited Sri Lanka and supported SLRCS and IFRC in ensuring improved security for volunteers and staff.
00000000000000000000001000000100000000010	Disaster Risk Reduction and Climate Action. Other. APRO security coordinator visited Sri Lanka and supported SLRCS and IFRC in ensuring improved security for volunteers and staff.
00000000000000000000001000000100000000010	Disaster Risk Reduction and Climate Action. Other. APRO security coordinator visited Sri Lanka and supported SLRCS and IFRC in ensuring improved security for volunteers and staff.
00001000000000000000000000000000000000000	Water Sanitation and Hygiene. Food Insecurity. Aquatabs is a chemical, therefore, it is always important to explain its usage to the beneficiaries to avoid to over use it.
00000000000000100000000000000000000000000	Shelter and Settlements. Cold Wave. ARC branches would need their own vehicles to transport relief items from their stocks to the distribution points in shorter time particularly to the remote areas, while this was done in collaboration with authorities.
00000000000000000000000000010000000000000	Livelihoods and Basic Needs . Drought. ARCS national headquarter and local branch staff were involved to ensure effective and timely implementation of operation.
00000000000000000000000001000000000000000	Livelihoods and Basic Needs . Drought. ARCS teams in the field also faced challenges at the early stages of response in complex scenario without collaboration with the humanitarian actors and local level authorities.
00000000000000000000000010000000000000000	Health. Cyclone. Arranging community meetings through town officers with the communities was largely unsuccessful as town officers were either not interested or determined that their communities were too busy to attend any meetings.
00000000000000000100000000000000000000000	Livelihoods and Basic Needs . Earthquake. As a result, volunteers had to distribute the food parcels on foot, which posed logical challenges in terms of planning and execution of distributions.
00000000000010000000000000000000000000000	Livelihoods and Basic Needs . Drought. As drought is occurring more frequently due to climate change and it has become the major disaster pattern in DPRK, it is crucial for the National Society to reach the optimum level of preparedness on different types of emergencies and maintain that capacity to respond.
10000000000000100000000010000100000000100	Strategies for implementation. Civil Unrest. As GRCS is working mainly on the Natural Disaster response, there was lack of knowledge and experience during involvement of the volunteers in the demonstrations, taking into considerations their safety and contribution. Accordingly, there was lack of previous experience working with the local responders, as Police, Ambulances and etc. In case the branch volunteers needed to be involved during the demonstrations, the NS had no sufficient capacity to transport big number of volunteers to the capital city. GRCS provided all the information to the Government regarding the location and involvement of volunteers during the demonstrations and it was agreed that no special security or safety would be provided for the volunteers from their side.
10000000000000100000000010000100000000100	Strategies for implementation. Civil Unrest. As GRCS is working mainly on the Natural Disaster response, there was lack of knowledge and experience during involvement of the volunteers in the demonstrations, taking into considerations their safety and contribution. Accordingly, there was lack of previous experience working with the local responders, as Police, Ambulances and etc. In case the branch volunteers needed to be involved during the demonstrations, the NS had no sufficient capacity to transport big number of volunteers to the capital city. GRCS provided all the information to the Government regarding the location and involvement of volunteers during the demonstrations and it was agreed that no special security or safety would be provided for the volunteers from their side.
10000000000000100000000010000100000000100	Disaster Risk Reduction and Climate Action. Civil Unrest. As GRCS is working mainly on the Natural Disaster response, there was lack of knowledge and experience during involvement of the volunteers in the demonstrations, taking into considerations their safety and contribution. Accordingly, there was lack of previous experience working with the local responders, as Police, Ambulances and etc. In case the branch volunteers needed to be involved during the demonstrations, the NS had no sufficient capacity to transport big number of volunteers to the capital city. GRCS provided all the information to the Government regarding the location and involvement of volunteers during the demonstrations and it was agreed that no special security or safety would be provided for the volunteers from their side.
10000000000000100000000010000100000000100	Strategies for implementation. Civil Unrest. As GRCS is working mainly on the Natural Disaster response, there was lack of knowledge and experience during involvement of the volunteers in the demonstrations, taking into considerations their safety and contribution. Accordingly, there was lack of previous experience working with the local responders, as Police, Ambulances and etc. In case the branch volunteers needed to be involved during the demonstrations, the NS had no sufficient capacity to transport big number of volunteers to the capital city. GRCS provided all the information to the Government regarding the location and involvement of volunteers during the demonstrations and it was agreed that no special security or safety would be provided for the volunteers from their side.
10000000000000100000000010000100000000100	Strategies for implementation. Civil Unrest. As GRCS is working mainly on the Natural Disaster response, there was lack of knowledge and experience during involvement of the volunteers in the demonstrations, taking into considerations their safety and contribution. Accordingly, there was lack of previous experience working with the local responders, as Police, Ambulances and etc. In case the branch volunteers needed to be involved during the demonstrations, the NS had no sufficient capacity to transport big number of volunteers to the capital city. GRCS provided all the information to the Government regarding the location and involvement of volunteers during the demonstrations and it was agreed that no special security or safety would be provided for the volunteers from their side.
00000000000001000000000000000000000000000	Water Sanitation and Hygiene. Flood. As leading organization in disaster response, developing more capacity of emergency WASH in disaster-prone provinces as part preparedness would be an asset for future operations.
